,state,name_hotel,address,gmap_id,description,latitude,longitude,category,avg_rating,num_of_reviews,MISC,relative_results,url
163,California,Americas Best Value Inn & Suites,"Americas Best Value Inn & Suites, 800 W Florida Ave, Hemet, CA 92543",0x80db6f57329d7105:0xa31729cc6cf1a24d,"Straightforward hotel with an outdoor pool & large vehicle parking, plus free breakfast & WiFi.",33.747887899999995,-116.9793408,"['Hotel', 'Motel']",2.8,65,,"['0x80db6f562e4a6ce7:0x9f47324b0f4d049e', '0x80db6f572ba8af93:0x4caa8a15028dc66e', '0x80db6f3660bab989:0x6c69ce684b76fb12', '0x80db65f9202edeef:0xc4dc14d78cef70a1']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80db6f57329d7105:0xa31729cc6cf1a24d?authuser=-1&hl=en&gl=us
164,California,Discovery Inn Ukiah,"Discovery Inn Ukiah, 1340 N State St, Ukiah, CA 95482",0x808164d839ba46f5:0x65127c0279182de5,"Low-key hotel featuring a free breakfast buffet & Wi-Fi, plus an outdoor pool, a gym & 4 hot tubs.",39.1684761,-123.2118301,['Hotel'],2.9,137,,"['0x808164d83d8e798d:0xb9d3ca51d074c5ac', '0x808164d66e143267:0x82ca245db506cb09', '0x808164e38b3ef433:0xeffa9ed5e2db609f', '0x808164f897e2a267:0x5c2007fdc092d607', '0x808164f957553e11:0xe8ed28bbf05fe827']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x808164d839ba46f5:0x65127c0279182de5?authuser=-1&hl=en&gl=us
165,California,Covered Wagon MOTEL,"Covered Wagon MOTEL, 823 S Beach Blvd, Anaheim, CA 92804",0x80dd291569b5f1ef:0x2831791fe66e7742,,33.8201874,-117.9936335,['Hotel'],2.8,28,,"['0x80dd2915145e3531:0xfb4ef7004d0bd45b', '0x80dd2915417437db:0x582173962fe1a85d', '0x80dd296a3ac4e411:0xa568c7e7be8b4b57', '0x80dd296a36242e4f:0x2162ca896479009a']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dd291569b5f1ef:0x2831791fe66e7742?authuser=-1&hl=en&gl=us
166,California,Marina Bay Inn & Suites Richmond,"Marina Bay Inn & Suites Richmond, 915 W Cutting Blvd, Richmond, CA 94804",0x808582c7f4c98c55:0x85302867cadfd75a,,37.9266021,-122.3787007,"['Hotel', 'Event venue', 'Extended stay hotel', 'Indoor lodging', 'Motel']",2.9,178,,"['0x8085778b0be6133d:0xccc017d85f1d472', '0x808582c7f46c5b27:0x409c4c169ad1a77e', '0x808578fc817ad9df:0xca8b3b71f67ec8fd', '0x8085780ff51f2225:0x3a08370890f504ae', '0x808577c49b44be0f:0x4ccb6eadc820ac11']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x808582c7f4c98c55:0x85302867cadfd75a?authuser=-1&hl=en&gl=us
167,California,The Nest on Fifth,"The Nest on Fifth, 552 Fifth Ave, San Diego, CA 92101",0x80d95359bf883bfb:0xb7a3880f201e2142,,32.7111178,-117.1604172,"['Hotel', 'Short term apartment rental agency']",4.0,38,,"['0x80d9535999115e4f:0xc518faf703a653f2', '0x80d95359c3cabc3f:0x4641691a09d04879', '0x80d95359c43f9739:0x91065fe9030594b3', '0x80d9535ed66f8fcb:0xedb72d7e798aaf59', '0x80d9535c303d5d41:0xadda5d82ffee8d41']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80d95359bf883bfb:0xb7a3880f201e2142?authuser=-1&hl=en&gl=us
168,California,Sheraton Fisherman's Wharf Hotel,"Sheraton Fisherman's Wharf Hotel, s/n, Mason St, San Francisco, CA 94133, United States",0x808580e4a4c38edf:0x9cb0d6a9ad8316b9,"Polished hotel offering all-day dining, a heated outdoor pool & an open-air lounge with fire pits.",37.8048727,-122.413449,['Hotel'],3.9,2545,,"['0x808580e4799a55a5:0x6d7309ae49b784bb', '0x808580e40f6a2ec5:0x1651cfe60936084d', '0x80857e44a03ff3e3:0xc502416c1c31eb3a', '0x808580e35111d5f7:0x34b0de1453599ed0']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x808580e4a4c38edf:0x9cb0d6a9ad8316b9?authuser=-1&hl=en&gl=kr
169,California,Howard Johnson Los Angeles/Near Convention Center,"Howard Johnson Los Angeles/Near Convention Center, 603 S New Hampshire Ave, Los Angeles, CA 90005",0x80c2c77b7f48f751:0xa87be42b2b3ec2bd,"Laid-back lodging offering functional rooms, plus free Wi-Fi, breakfast & parking.",34.063438,-118.2931643,"['Hotel', 'Inn', 'Lodge']",3.7,137,,"['0x80c2b87e03e2cff1:0x1f7d34460bb0da82', '0x80c2b8b2e67d32a9:0x93eaf0d915cba4d2']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2c77b7f48f751:0xa87be42b2b3ec2bd?authuser=-1&hl=en&gl=us
170,California,Whittier-Atlantic Hotel,"Whittier-Atlantic Hotel, 5379 Whittier Blvd, Los Angeles, CA 90022",0x80c2cfa66903476b:0x8f6813ace6fdf5ed,,34.020128,-118.1544887,['Hotel'],3.7,27,,"['0x80c2cf0d6c415495:0x239a4a5458f63d87', '0x80c2cf01de9fe8d1:0xd55d9017189ac129', '0x80c2c55fcf7c0e31:0xf14f6ac5d07862ca', '0x80c2cedd245ea911:0xb3460b7469c30bdf', '0x80c2c6087fe76237:0x390692746d3e2a43']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2cfa66903476b:0x8f6813ace6fdf5ed?authuser=-1&hl=en&gl=us
171,California,San Juan Inn,"San Juan Inn, 410 The Alameda, San Juan Bautista, CA 95045",0x8091f8d3c50b9be3:0xbac58b38c2f4819c,"Functional hotel offering rooms with minifridges & microwaves, plus an outdoor pool & free WiFi.",36.8397364,-121.5324731,['Hotel'],4.4,47,,"['0x8091ff2ab0bf9b65:0x266ea3583cecf314', '0x8091f8d3c50b9be3:0x96f59ffec2d625f7', '0x8091f7d6ac0b45c9:0x8684f0c607437c8d', '0x8091f7cc92c7f1b7:0xf96ebdf89a8829b']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x8091f8d3c50b9be3:0xbac58b38c2f4819c?authuser=-1&hl=en&gl=us
172,California,Cadillac Hotel,"Cadillac Hotel, 380 Eddy St, San Francisco, CA 94102",0x808580900d8c3f41:0x86cb7f714f813d91,,37.7838906,-122.4138983,"['Hotel', 'Indoor lodging']",3.1,28,,"['0x808580845eaece7d:0x8c080b82a7532813', '0x808580846a1532e9:0x1205d7f6d510c089', '0x80858083fba429a9:0x46277b4d28d90331', '0x808f7e2490c11533:0xe692e58e76d2b315', '0x808580f3c5485325:0x49559f28998ae061']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x808580900d8c3f41:0x86cb7f714f813d91?authuser=-1&hl=en&gl=us
173,California,"Country Inn & Suites By Carlson Barstow, CA","Country Inn & Suites By Carlson Barstow, CA, 2812 Lenwood Rd, Barstow, CA 92311",0x80c47e838a299ef5:0x5a4907467e1f261d,"Casual hotel with an indoor pool, a hot tub & a gym, plus free hot breakfast & parking.",34.8498214,-117.0848984,['Hotel'],4.5,38,,"['0x80c47e8385ff506b:0x7909a62a5a2315d9', '0x80c47e9ce3bed89f:0x5de40c6c7c23a694', '0x80c47cb7a80c3287:0xf11adb580412f3ea', '0x80c47c9f5938af11:0x928d9f1b26ef6644']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c47e838a299ef5:0x5a4907467e1f261d?authuser=-1&hl=en&gl=us
174,California,Venice Beach Vacation Condos,"Venice Beach Vacation Condos, 52 Paloma Ct, Venice, CA 90291",0x80c2bac92aab2569:0x75438e2d602ff1,"Airy apartments with kitchens, sitting areas & whirlpool tubs, plus free Wi-Fi, a BBQ & a sundeck.",33.993898,-118.477581,"['Furnished apartment building', 'Extended stay hotel', 'Hotel']",4.1,34,{'Accessibility': ['Wheelchair accessible entrance']},"['0x80c2baa313daf73b:0x9cda6d6fc9167711', '0x80c2baa34ca3cb73:0x75aa870aa6d6649a', '0x80c2bab83b6989af:0xf7995d2667b54fd4']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2bac92aab2569:0x75438e2d602ff1?authuser=-1&hl=en&gl=us
175,Colorado,Ramada by Wyndham Monument,"Ramada by Wyndham Monument, 1865 Woodmoor Dr, Monument, CO 80132",0x876cade5976d7eff:0xe7f78a4f8890c6f0,"Modest hotel with a restaurant & seasonal outdoor pool, plus free continental breakfast & Wi-Fi.",39.0969917,-104.8612111,"['Hotel', 'Lodge']",2.3,258,,"['0x876cb2b2f0c4e7ad:0x1a70e211e0fff80d', '0x876cb3ce5ab31537:0x19870759685c7304', '0x876cb29dea447843:0x45ca04131caac914', '0x87134e78e6e75e47:0xa7b5dd564d11623f']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x876cade5976d7eff:0xe7f78a4f8890c6f0?authuser=-1&hl=en&gl=us
176,Colorado,Allington Inn & Suites,"Allington Inn & Suites, 182 E Frontage Rd, South Fork, CO 81154",0x873e1b715bcd0213:0x99a3e3a97d5fef2a,Straightforward inn featuring a free continental breakfast & complimentary in-room WiFi.,37.6636166,-106.6459732,"['Hotel', 'Guest house', 'Inn', 'Lodge', 'Motel']",3.6,53,,"['0x873e1b786a0f9097:0xe2f6abd4a0612ddc', '0x873e1b71599f0887:0xc8900c3ab4df443d', '0x873e1b7841f0c0c1:0xa6884251c085e960', '0x873e1b7860af32cd:0x91fc318b0e53d466', '0x873e1b6d7746390b:0xd7d9462493735226']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x873e1b715bcd0213:0x99a3e3a97d5fef2a?authuser=-1&hl=en&gl=us
177,Colorado,Americas Best Value Inn Longmont,"Americas Best Value Inn Longmont, 3815 CO-119, Longmont, CO 80504",0x876c064a82237a81:0x91e06eb27138c980,"Simple lodging with an on-site restaurant & meeting room, plus free continental breakfast & WiFi.",40.1612915,-104.9833673,"['Extended stay hotel', 'Hotel', 'Motel']",2.6,148,,"['0x876c0635faf3e3ab:0x55664a0f8e78326c', '0x876c06343b0419bd:0xbbfacd7c46176fc4', '0x876c06344c350c5d:0x1b6c143756ec163c', '0x876c0648514d0bad:0x41daec43120a2fc2', '0x876c0648c0316de9:0x64319fdf20871194']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x876c064a82237a81:0x91e06eb27138c980?authuser=-1&hl=en&gl=us
178,Colorado,Days Inn & Suites Parachute,"Days Inn & Suites Parachute, 221 Grand Valley Way, Parachute, CO 81635",0x87413355a17aaa51:0x28513fd13422b785,,39.4517067,-108.0453712,"['Hotel', 'Inn', 'Lodge']",4.0,138,,"['0x87413355a114b235:0x614d30e85a1a9097', '0x8746cb544f515e4f:0x7bdad82487591556', '0x8746cb545cff41d7:0x462f264906fcef6', '0x87413903a57f4595:0xf2dd4d109b461afa', '0x8746cb5502a3af3b:0x842cfb9e7c9d179a']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x87413355a17aaa51:0x28513fd13422b785?authuser=-1&hl=en&gl=us
179,Colorado,Baymont by Wyndham Montrose,"Baymont by Wyndham Montrose, 1655 E Main St, Montrose, CO 81401",0x873f509eece27657:0x427f7417eb747f6f,"Laid-back hotel featuring an indoor pool, a sauna & a hot tub, plus free continental breakfast.",38.4882817,-107.8622004,"['Motel', 'Hotel', 'Inn', 'Lodge']",3.4,117,,"['0x873f5a7688d34a07:0xb746ece14ec1c23f', '0x873f509a3ae8c72d:0xf8cfbab93bb08c70', '0x873f51dfa9df28af:0x401945f2df6ffaef']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x873f509eece27657:0x427f7417eb747f6f?authuser=-1&hl=en&gl=us
180,Colorado,Clarion Inn,"Clarion Inn, 14378 US-34, Fort Morgan, CO 80701",0x876de8451a256d77:0xd0dacb340a729d98,"Basic hotel with straightforward rooms, plus an indoor pool & on-site restaurant.",40.251978,-103.880879,['Hotel'],4.1,178,,"['0x876def260b1dbde3:0x495192590c152c4b', '0x876def3c20dec91b:0x5ba408ea28308827', '0x876def23b42d654f:0xb4e737abcf6161f2', '0x876defa639f76399:0x7ce0bc252f7b33de', '0x876def3cd831bb07:0x41f6829afcb74440']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x876de8451a256d77:0xd0dacb340a729d98?authuser=-1&hl=en&gl=us
181,Colorado,Sky Hotel,"Sky Hotel, 709 E Durant Ave, Aspen, CO 81611",0x87403bd883600803:0x8ae9d80eb994ba91,"Hip hotel offering stylish quarters & ski-in access, plus an outdoor pool & a free airport shuttle.",39.186254,-106.816944,"['Hotel', 'Event venue', 'Resort hotel', 'Wedding venue']",4.0,55,,"['0x8740397c6528e78f:0xff3406930aecac00', '0x8740397bb96a7c37:0x908700807c73d2d', '0x87403b71b3f5beed:0xfb019395eedb8420', '0x87403962b020d661:0x2b9609c823444c15']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x87403bd883600803:0x8ae9d80eb994ba91?authuser=-1&hl=en&gl=us
182,Colorado,Brook Forest Inn,"Brook Forest Inn, 8136 S Brook Forest Rd, Evergreen, CO 80439",0x876b75167454fd43:0x6217bccb12e025c5,"Vintage-themed rooms in a 1909 Victorian hotel with a restaurant & pub, plus creekside gardens.",39.5794278,-105.3819833,['Hotel'],3.6,58,,"['0x876b9e0e3d555d29:0x642ac3fa59ad13a9', '0x876b76754538c699:0x539559725f6c3c', '0x876b993d568996d9:0x43f14bd70af73422', '0x876b09494af683b1:0x5aef8526f506a97f']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x876b75167454fd43:0x6217bccb12e025c5?authuser=-1&hl=en&gl=us
183,Colorado,Econo Lodge Tech Center,"Econo Lodge Tech Center, 9799 E Geddes Ave, Centennial, CO 80112",0x876c85db864be3e9:0x5dbca8edf0a8530e,"Classic hotel offering freebies such as continental breakfast & WiFi, plus an indoor pool.",39.5846489,-104.8747942,['Hotel'],3.1,348,,"['0x876c85db98110027:0x7d17700b0777b66a', '0x876c85409861214d:0xf446d7548cf8ad31', '0x876c85dba716696d:0xf6d3f9c4ec7994e', '0x876c8679fb8a0689:0x439bf717c75c5d29', '0x876c81d2a0761ad1:0xb7571ab8d1c3688b']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x876c85db864be3e9:0x5dbca8edf0a8530e?authuser=-1&hl=en&gl=us
184,Colorado,"AmericInn by Wyndham, Eagle","AmericInn by Wyndham, Eagle, 85 Pond Rd, Eagle, CO 81631",0x8741c142a9db5065:0xcbf87d15ad013e45,"Warm rooms in a relaxed hotel offering complimentary breakfast & parking, plus an indoor pool.",39.661372,-106.830671,"['Hotel', 'Inn', 'Lodge']",4.4,68,,"['0x8741c16804149831:0x7fb1d0b957e2d3ea', '0x8741c15cfa11caa1:0xb7465b93839f063d', '0x8741c15dceb79623:0xda26de41299599c2', '0x8741c148b312a1f9:0xdbcea22607ed0564', '0x8741c1673540b31d:0x6434184f03838b61']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x8741c142a9db5065:0xcbf87d15ad013e45?authuser=-1&hl=en&gl=us
185,Colorado,Microtel Inn & Suites by Wyndham Brush,"Microtel Inn & Suites by Wyndham Brush, 975 N, Colorado Ave, Brush, CO 80723",0x876df6dbac110609:0x40ab7f5f84887bdf,"No-nonsense lodging offering free Wi-Fi & breakfast, plus an indoor pool & a fitness center.",40.2645531,-103.6208725,"['Hotel', 'Lodge']",3.4,174,,"['0x876df727ed53318f:0xa60b4ad3f9580226', '0x876df6dbaa248bfb:0xfc4e4eca44a187f2', '0x876defa639f76399:0x7ce0bc252f7b33de', '0x876df134a6c7270b:0x4753d3a5e3daf4fe', '0x876def260b1dbde3:0x495192590c152c4b']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x876df6dbac110609:0x40ab7f5f84887bdf?authuser=-1&hl=en&gl=us
186,Colorado,Hilton Grand Vacations,"Hilton Grand Vacations, 500 Village Rd, Breckenridge, CO 80424",0x876af663629c5b37:0xabcd49074d68305e,,39.4771974,-106.0501809,['Hotel'],4.7,56,,"['0x876af662d3bae3dd:0xe9c16386c0e8696a', '0x876af662e2ea1a45:0x5c9b47f59452281b', '0x876af67c93e2de93:0xaba10135e0dc249f', '0x876af6f64c2fd0a7:0xd0c74dbcf3c97a04']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x876af663629c5b37:0xabcd49074d68305e?authuser=-1&hl=en&gl=us
187,Colorado,Briar Rose Bed and Breakfast,"Briar Rose Bed and Breakfast, 2151 Arapahoe Ave, Boulder, CO 80302",0x876bec2d2d478edf:0x3cd7722c0163ed42,"Victorian B&B offering rooms with antiques & sitting areas, plus organic breakfast & a garden.",40.0148833,-105.2666167,"['Hotel', 'Bed & breakfast', 'Inn', 'Meditation center', 'Non-profit organization']",4.8,86,,"['0x876bec29ae041a4f:0xc834d2fc4c42305a', '0x876bebe2d3b5ff41:0xb757e7c285c55103', '0x876bec27c729af1f:0x6752f962392942f8', '0x876bedd17c7e5677:0x1f916f151a75a123', '0x876bec25789548d1:0xf1a0698d8aeeb77']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x876bec2d2d478edf:0x3cd7722c0163ed42?authuser=-1&hl=en&gl=us
188,Colorado,Mesa View Motel,"Mesa View Motel, 424 W 8th St, Palisade, CO 81526",0x8747213e1c8bf2ed:0xd0042bbd52d38493,,39.1066274,-108.3561886,"['Motel', 'Hotel']",4.0,38,,"['0x87472119c8e97939:0x3db746654935712d', '0x87471dc6d54e2395:0xb232778c6ee10340', '0x87472107be02c6e3:0xae40198512ecbe6b', '0x874721a5eaaaf45b:0xc016ded77d2e9b1c']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x8747213e1c8bf2ed:0xd0042bbd52d38493?authuser=-1&hl=en&gl=us
189,Colorado,Aspen Leaf Antiques & Motel,"Aspen Leaf Antiques & Motel, 338 Main St, Lyons, CO 80540",0x876be255056d30b7:0xd6b9486f0bad10e7,,40.2248796,-105.2689625,"['Motel', 'Hotel']",4.5,38,,"['0x876be25504f36735:0xe9754739c1dbb310', '0x876be26d31800b9d:0x3ea37a5e734bd86f', '0x876be36f3ccb1e59:0x35f9f343adfb4fa6', '0x876bf93f78cd15fb:0x3e226bbbd3c10b7e']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x876be255056d30b7:0xd6b9486f0bad10e7?authuser=-1&hl=en&gl=us
190,Colorado,Wyndham Pagosa- Mountain Meadows,"Wyndham Pagosa- Mountain Meadows, 219 Lakeside Dr, Pagosa Springs, CO 81147",0x873dda919b06e0e9:0x95e36e10bb545496,,37.2612325,-107.0843836,['Hotel'],4.2,55,,"['0x873dda92012ba37b:0x270eda3e70afc564', '0x873ddaeeaf53a969:0xc66a953eb3f2bd4d', '0x873dda8cf442be8d:0xbf9784ebfc321890', '0x873dda8d846a0849:0x7f1878ff854b674c', '0x873ddb65b314cab9:0x297e4dbc37b61b39']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x873dda919b06e0e9:0x95e36e10bb545496?authuser=-1&hl=en&gl=us
191,Colorado,The Golf Club At Fox Acres,"The Golf Club At Fox Acres, 1700 Co Rd 67J, Red Feather Lakes, CO 80545",0x87691cc3704529eb:0xe062b00614952bca,,40.8067016,-105.5746231,"['Country club', 'Event venue', 'Golf club', 'Golf course', 'Hotel', 'Lodge']",4.4,64,{'Accessibility': ['Wheelchair accessible entrance']},"['0x87691cdcb7464d9d:0x8e1e81924a6a0adb', '0x87691cc1324673ef:0xc0eeb561a02f1fd7', '0x87691cdcb655b00f:0x840340c2f56f57d', '0x8769034ad594b2b7:0xd914255852fda488', '0x87691960fde5b2ef:0xe7989cdec3ddd484']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x87691cc3704529eb:0xe062b00614952bca?authuser=-1&hl=en&gl=us
192,Colorado,Snow Mountain Ranch Cabin #2,"Snow Mountain Ranch Cabin #2, Grand Lake, CO 80447",0x876a30412ed2d055:0x367b8633981edefb,,39.9872623,-105.9411269,['Hotel'],4.5,64,,"['0x876a304411d2118f:0x694ad620ff142b17', '0x876a31b3da755025:0xdb0260b0840f76b1', '0x876a31d4e6affe3f:0x268020775820fb6c', '0x876980ded322a60b:0x4b5e52422aac1ae0', '0x876a2e5bca67705d:0x72da7423165e1330']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x876a30412ed2d055:0x367b8633981edefb?authuser=-1&hl=en&gl=us
193,Colorado,Buena Vista Riverside Lodge,"Buena Vista Riverside Lodge, 30000 Co Rd 371, Buena Vista, CO 81211",0x876acaca0c4f3b6d:0xeb28c463f76b3860,"Cozy, rustic-chic rooms in B&B offering full breakfast, plus an outdoor deck & mountain/river views.",38.8553437,-106.1367694,"['Bed & breakfast', 'Hotel']",4.8,28,,"['0x87153455dfb685b3:0x161664332f1bc9f6', '0x8715354514e6167b:0x61151632e6aecfc8', '0x8715353917de5b4f:0xc95fd0ffd6cf255d']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x876acaca0c4f3b6d:0xeb28c463f76b3860?authuser=-1&hl=en&gl=us
194,Colorado,Green Tree Inn,"Green Tree Inn, 9799 E Geddes Ave, Centennial, CO 80112",0x876c8524c46ca1f3:0xa96ff644086742e1,,39.5846205,-104.8746578,['Hotel'],3.1,27,,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x876c8524c46ca1f3:0xa96ff644086742e1?authuser=-1&hl=en&gl=us
195,Colorado,South Suburban Parks and Recreation,"South Suburban Parks and Recreation, 4810 E County Line Rd, Littleton, CO 80126",0x876c813fcf962211:0x8403f9db1b756daa,,39.5640642,-104.9290339,"['Park', 'Athletic field', 'Golf course', 'Hotel', 'Nature preserve', 'Physical fitness program', 'Recreation center', 'Restaurant', 'Swimming pool', 'Tennis club']",4.6,46,"{'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot', 'Wheelchair accessible restroom'], 'Amenities': ['Good for kids']}","['0x876c82357cac7fd9:0x77a71c15b9b8314d', '0x876c8928f572ffa5:0xef225f6fb43629ff', '0x876c8619f8ab698d:0x6d169340ad99108', '0x876c806ef5f47ea1:0x2fedc64aa8d7382c', '0x876c816f83d150b1:0x68769e473c5d0283']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x876c813fcf962211:0x8403f9db1b756daa?authuser=-1&hl=en&gl=us
196,Colorado,The Terrace Inn,"The Terrace Inn, 813 Grand Ave, Grand Lake, CO 80447",0x8769819beec5bcaf:0x75c329f117e81e0d,"Traditional rooms with complimentary Wi-Fi & hot breakfast, plus on-site fine dining restaurant.",40.2523258,-105.8222513,"['Hotel', 'Restaurant']",4.6,28,,"['0x8769819983dbc2cd:0x8298b2386305bfcd', '0x87698199e3532da5:0x75d6488c613bbf72', '0x876981973278df87:0x233ffaa85a1232f8', '0x8769819758674b9f:0x1ae0dae85fd65829', '0x87698199e1f1b96f:0x14cdb78548bb0496']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x8769819beec5bcaf:0x75c329f117e81e0d?authuser=-1&hl=en&gl=us
197,Colorado,La Quinta Inn & Suites Westminster Promenade,"La Quinta Inn & Suites Westminster Promenade, 10179 Church Ranch Way, Westminster, CO 80021",0x876b8983bf350d6d:0x86a2e25b4ffa0aab,"Understated hotel with an indoor pool & a hot tub, plus free continental breakfast, parking & WiFi.",39.8813866,-105.0748996,"['Hotel', 'Business center', 'Indoor lodging', 'Inn', 'Pet friendly accommodation']",3.5,56,,"['0x876b8983bf812071:0x6fbb0dbd92cba312', '0x876b89cb09c335d7:0xb2dfc1ddf11e43c0', '0x876c75cbe6f5f03b:0xd10fdaab718aa1d0', '0x876bf32d709ec1b1:0x1b4f24f7dd4135fb', '0x876b8986a66a2549:0xd10d8b430ea7429e']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x876b8983bf350d6d:0x86a2e25b4ffa0aab?authuser=-1&hl=en&gl=us
198,Colorado,Alpine Villa Retreat,"Alpine Villa Retreat, 2345 Tiger Rd, Breckenridge, CO 80424",0x876a58650e589b99:0xc4c8246aa2ce2bc1,,39.5324531,-106.0018406,['Hotel'],4.5,28,,"['0x876af67a117dc823:0x50a739df6b8072fa', '0x876a58a151444435:0x6842d6db098b7d38', '0x876af662d2184629:0x700970e1f26f9a9c', '0x876af6786d107009:0x4f5c918ab264d075']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x876a58650e589b99:0xc4c8246aa2ce2bc1?authuser=-1&hl=en&gl=us
199,Colorado,WoodSpring Suites Burlington,"WoodSpring Suites Burlington, 577 S Lincoln St, Burlington, CO 80807",0x870cb2f53b7488af:0x2f7e9790944b5eab,Straightforward rooms with kitchenettes in an informal hotel offering free parking & Wi-Fi.,39.2910551,-102.2796209,"['Extended stay hotel', 'Hotel']",4.0,113,,"['0x870cb2f526e0f65b:0xe930d6f26aa7ca42', '0x870cb2f3241cd7a9:0x8348ea573122b120', '0x870cb3cf4b3cffb3:0x460767300c969ac8', '0x870cb2f34463f4e5:0x89000b9b9a8c53c4', '0x870cb2ed178e88cb:0xfbded794995afb32']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x870cb2f53b7488af:0x2f7e9790944b5eab?authuser=-1&hl=en&gl=us
200,Colorado,Garris Lodge,"Garris Lodge, Estes Park, CO 80517",0x876964e13376437f:0x11a8a424201a3cc0,,40.3368944,-105.5669175,['Hotel'],4.7,28,,"['0x876964e6c5f28d37:0xaa6a65d2c68ac66c', '0x876964e38d297e41:0xc1fbdd975f73e06c', '0x876948e45512deb9:0x9ac06b7ebd95ec33', '0x876949bb3feb45ad:0xb982dc2a68c72400', '0x876949986fe46d81:0xeb131479ca29dcfb']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x876964e13376437f:0x11a8a424201a3cc0?authuser=-1&hl=en&gl=us
201,Colorado,Travelodge Denver/I-25 & 58th Ave.,"Travelodge Denver/I-25 & 58th Ave., 5888 Broadway, Denver, CO 80216",0x876c7834a3a67d97:0xa70685b8905ade77,,39.8034616,-104.9869879,"['Hotel', 'Inn', 'Lodge']",3.0,30,,"['0x876c79cb0a8dd8ab:0x39c67e18f0391b4b', '0x876c7853d4ead017:0xb26082e2e1fd1085', '0x876c7870d365a44b:0x7979c9f7f33cb9e3']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x876c7834a3a67d97:0xa70685b8905ade77?authuser=-1&hl=en&gl=us
202,Colorado,Saddle & Surrey Motel,"Saddle & Surrey Motel, 1341 S St Vrain Ave, Estes Park, CO 80517",0x876965d71a15c779:0xd5089dbe91415750,"Traditional rooms, some with kitchenettes, plus free continental breakfast, a pool & a hot tub.",40.3584781,-105.5045528,"['Motel', 'Hotel']",4.4,128,,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x876965d71a15c779:0xd5089dbe91415750?authuser=-1&hl=en&gl=us
203,Colorado,Westways Court Motel,"Westways Court Motel, 1030 Main St, Delta, CO 81416",0x87474d5d461661d1:0x57966affa2f954e8,"Rustic motel lodgings with WiFi, housed in a low-rise wood-panelled building established in 1946.",38.7331437,-108.0704726,"['Motel', 'Hotel']",4.0,28,,"['0x87475329a091bb11:0x59fe66bb1a12963b', '0x874cca7a345944b7:0xa899e29db741ec0b', '0x87474d16009f7a03:0xa7528480f5fb55a2', '0x87474d3cfe4ac8ad:0xb68909cff26beb67', '0x87474d45a6133977:0xc2e6a58025d00367']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x87474d5d461661d1:0x57966affa2f954e8?authuser=-1&hl=en&gl=us
