,name,address,gmap_id,description,latitude,longitude,category,avg_rating,num_of_reviews,price,hours,MISC,state,relative_results,url,category_hotel
142391,Kama'aina Inn,"Kama'aina Inn, 150 Kilauea Ave, Hilo, HI 96720",0x79524b5708fc5bbd:0xaefb299dcd81e65,,19.7221443,-155.0859672,"['Inn', 'Hotel', 'Indoor lodging']",4.9,18,,,,,"['0x79524b5329206a35:0x135e2c8f41731d06', '0x79524ca963f82da7:0x3713d7fd0b4b0c7', '0x79524b57a78173d5:0x9d03ecf56c017324', '0x79524b5b85209f3d:0x1fb645cde1e3bc35', '0x7953b4ad233e290f:0xad72301930f84747']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x79524b5708fc5bbd:0xaefb299dcd81e65?authuser=-1&hl=en&gl=us,Hotel
143554,Reed Motel,"Reed Motel, 741 Murfreesboro Pike, Nashville, TN 37210",0x886468b1879803f3:0xe621a2c636846428,,36.1372856,-86.7295733,"['Motel', 'Hotel']",4.0,37,,,,,"['0x8864661d4aa56b23:0x50624b5b17fe7b7e', '0x8864661b59fbda1d:0xc21d3bf8adb5179d', '0x88646dbb7b5f96e1:0x249e508ac871edb9']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x886468b1879803f3:0xe621a2c636846428?authuser=-1&hl=en&gl=us,Hotel
143824,Mayfield Manor Event Center & Lodging,"Mayfield Manor Event Center & Lodging, 9500 Mayfield Ave, Shiro, TX 77876",0x8646fa9a5c438c4d:0x3dd6c1ebe4081c65,,30.6102445,-95.8899388,['Hotel'],4.0,4,,,,,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8646fa9a5c438c4d:0x3dd6c1ebe4081c65?authuser=-1&hl=en&gl=us,Hotel
143986,Monty Bar & Hotel,"Monty Bar & Hotel, 222 1st St S, Montgomery, MN 56069",0x87f664b552f252c3:0xe8801bdfca631571,,44.4367544,-93.58130729999999,"['Hotel', 'Bar']",3.8,16,,,,,"['0x87f67b4aacd760e1:0xd2b8e906ff35be71', '0x87f664b552f06335:0x2601635493060927', '0x87f664b549e1b885:0x1131ca2b762cc74a', '0x87f6791d6e5ed597:0xc66eb75132ad4bab', '0x87f67b3434e287e1:0x64538b3915f2d0d8']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x87f664b552f252c3:0xe8801bdfca631571?authuser=-1&hl=en&gl=us,Hotel
144406,Redwood Motel,"Redwood Motel, 336 N Elm St, Genoa, NE 68640",0x87909c44aaf99d8d:0x99ae518489efc521,,41.4522058,-97.72520449999999,"['Motel', 'Hotel']",4.1,17,,,,,"['0x879a6d7216f64471:0x312dee4337ce62fb', '0x8790606e4897dd6d:0x5d07fdd26ea6aa', '0x879a88f759429d11:0x3848e3c1e2c7be6c', '0x879a88fb56a3fb7f:0x2ca880d02e5265d7', '0x8790ebf2108e256f:0xd615188767cd1e6e']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x87909c44aaf99d8d:0x99ae518489efc521?authuser=-1&hl=en&gl=us,Hotel
144977,Riverside Country Inn,"Riverside Country Inn, 204 N Main St, Greensboro, MD 21639",0x89b87c9d2ecb14ad:0x648bbcd181ceb70a,,38.975707,-75.8040781,['Hotel'],5.0,1,,,,,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89b87c9d2ecb14ad:0x648bbcd181ceb70a?authuser=-1&hl=en&gl=us,Hotel
145122,Meadors Inns,"Meadors Inns, 3200 Alma Hwy, Van Buren, AR 72956",0x87cbb5d49d602293:0x67fae72354848f00,,35.4448692,-94.32190849999999,"['Motel', 'Hotel']",2.7,8,,,,,"['0x87cbb42ccab450f1:0x35807eccff7e7e3c', '0x87cbb807ed7ebceb:0x7ba417833ff1045e', '0x87cbb1e64c7320ad:0x866e30962ed515b3', '0x87cbb5a354366669:0x7aa105fd33d6ba45']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x87cbb5d49d602293:0x67fae72354848f00?authuser=-1&hl=en&gl=us,Hotel
145548,Texas River Haus,"Texas River Haus, 1683 Kuehler Ave, New Braunfels, TX 78130",0x865cbd0e0a077a83:0x9756f45fc52ab86e,,29.690026999999997,-98.106549,['Hotel'],3.9,8,,,,,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x865cbd0e0a077a83:0x9756f45fc52ab86e?authuser=-1&hl=en&gl=us,Hotel
145575,Maui Ocean Breezes Eco Retreat,"Maui Ocean Breezes Eco Retreat, 240 N Holokai Rd, Haiku, HI 96708",0x7eab35a6e3aca081:0x8b30dac8691da6f4,,20.926291,-156.26842879999998,"['Bed & breakfast', 'Farmstay', 'Hotel', 'Lodging', 'Organic farm', 'Retreat center', 'Vacation home rental agency']",4.1,8,,,,,"['0x7eab4a92067937bf:0xac32306e4518827f', '0x7eab4a61e9b390f9:0xeee034812f6fb685', '0x7eab350296215b03:0x151826fe52049fc6', '0x7eab2d56073609bb:0x633509d2aa73f51f']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x7eab35a6e3aca081:0x8b30dac8691da6f4?authuser=-1&hl=en&gl=us,Hotel
145641,Gilt,"Gilt, 455 Madison Ave, New York, NY 10022",0x89c258fc6c3037df:0x4c0fd32b72899779,,40.7578805,-73.97515159999999,['Hotel'],4.4,8,,,,,"['0x89c258fb92e6a263:0xaeb4b3fb72fcd717', '0x89c2590189300cbd:0xb94e6b9642523640', '0x89c259939f2282f5:0xd7cf3ec32abb9821']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c258fc6c3037df:0x4c0fd32b72899779?authuser=-1&hl=en&gl=us,Hotel
145670,Masters Inn,"Masters Inn, Lawrenceville Hwy, Decatur, GA 30033",0x88f50788f67b4cad:0x9b389a4f9d6f0d9b,,33.8106487,-84.2727908,['Hotel'],3.0,2,,,,,"['0x88f50829c4b8936d:0xb80c675bb2effe15', '0x88f5a8110e0c780b:0x7dcf905c828acdf8', '0x88f5a812f4ca9edf:0x3155f613c0d59e85']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88f50788f67b4cad:0x9b389a4f9d6f0d9b?authuser=-1&hl=en&gl=us,Hotel
145745,Celebrity Solstice At Seattle Pier,"Celebrity Solstice At Seattle Pier, 2001 W Garfield St, Seattle, WA 98119",0x549015dba99df049:0x98fb0099ca7a1694,,47.633298599999996,-122.37965279999999,['Hotel'],5.0,3,,,,,"['0x5490153acf4c7729:0x3036ae323f956194', '0x54901554eef22ccd:0xfc73174ad5f56be3', '0x5490155299c208e9:0xb122e8d8133186ea', '0x549015438b7c9c2f:0x69d7b85d4b3bc45e', '0x54901543cfd2f2af:0x229afdb34bc3675']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x549015dba99df049:0x98fb0099ca7a1694?authuser=-1&hl=en&gl=us,Hotel
145878,Buena vista Farm,"Buena vista Farm, 5346-5000 Buena Vista Dr, Paso Robles, CA 93446",0x80eccf4dbf6a8843:0x3dcfd692300ca8e7,,35.673851,-120.6545769,['Hotel'],3.7,3,,,,,"['0x80eccf86b18ce08b:0xb17fd7eec552c8f1', '0x80ecdba31e7e0891:0x60c35466098d1685', '0x80eccfebed1f26ff:0x7c6b7f69d2deb3d3', '0x80ecdab57e9b2781:0x8f97f63332ad4083', '0x80ecc55c07ae9681:0x3e64a869991e646d']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80eccf4dbf6a8843:0x3dcfd692300ca8e7?authuser=-1&hl=en&gl=us,Hotel
146017,55 E Washington,"55 E Washington, 20-4 N Wabash Ave, Chicago, IL 60602",0x880e2d8069c41243:0x168be0673ad575c0,,41.8829956,-87.6258316,['Hotel'],4.7,7,,,,,"['0x880e2ca5ae569f5b:0xcb6b7a28f06fa870', '0x880e2ca5ac6a591b:0x136f893e7d04c041', '0x880e2ca5ac1b40df:0x46a255cb8b533e6a', '0x880e2ca5ac6a591b:0xa76b1ddabefafbbf']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x880e2d8069c41243:0x168be0673ad575c0?authuser=-1&hl=en&gl=us,Hotel
146203,Branson Resorts by 76 Strip,"Branson Resorts by 76 Strip, 330 Wildwood Dr S, Branson, MO 65616",0x87cf1cb50bc0958d:0x1c1a0140cb20e37e,,36.631295,-93.260656,['Hotel'],3.8,4,,,,,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x87cf1cb50bc0958d:0x1c1a0140cb20e37e?authuser=-1&hl=en&gl=us,Hotel
146254,Massage,"Massage, 121 Hunts Bridge Rd, Greenville, SC 29617",0x88583160e58b2e31:0xadf82e91c5d6a770,,34.8874612,-82.45720469999999,['Hotel'],4.8,5,,,,,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88583160e58b2e31:0xadf82e91c5d6a770?authuser=-1&hl=en&gl=us,Hotel
146392,American Inn,"American Inn, 4280 Broad St, Sumter, SC 29154",0x88ff5d558ea408b3:0xea8c5c1720e90940,,33.963781499999996,-80.4553141,['Hotel'],3.0,38,,,,,"['0x88ff6626f622aacf:0x9940b237f84b018d', '0x88ff68a671e00867:0xb0d959907b43fd25', '0x88ff659672aa8429:0x45781ea0e2b2703d', '0x88ff66205e39e681:0xf9521962ec9444f5']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88ff5d558ea408b3:0xea8c5c1720e90940?authuser=-1&hl=en&gl=us,Hotel
146854,MainStay Suites Greensboro,"MainStay Suites Greensboro, 7623 Thorndike Rd, Greensboro, NC 27409",0x885305c7523b15e3:0x3540b7c8bfb56122,,36.0757099,-79.96203539999999,['Hotel'],4.3,8,,,,,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x885305c7523b15e3:0x3540b7c8bfb56122?authuser=-1&hl=en&gl=us,Hotel
147269,Best Western Plus Casino Royale - On The Strip (No Resort Fees + No Parking Fee),"Best Western Plus Casino Royale - On The Strip (No Resort Fees + No Parking Fee), 3411 S Las Vegas Blvd, Las Vegas, NV 89109",0x80c8c43c32f286af:0x3b3c451e08af21a7,"Understated rooms & suites in a warm hotel with a gym, an outdoor pool & 8 restaurants.",36.1205603,-115.17197309999999,['Hotel'],4.7,13,,,,,"['0x80c8c39f97006e85:0x85e4762a067adde4', '0x80c8c46550a5c2df:0xf2a61a7d363b3d91', '0x80c8c43aaa9a0bb3:0x98b9469bc134713', '0x80c8c40cdc682b99:0x13e0487c787924f4', '0x80c8c476d44caf15:0x6b876068ced54096']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c8c43c32f286af:0x3b3c451e08af21a7?authuser=-1&hl=en&gl=us,Hotel
147898,Oakwood Residence Sixth Avenue,"Oakwood Residence Sixth Avenue, 888 6th Ave, New York, NY 10001",0x89c259a8d3694aad:0x53bb7b3cfa9dcc1a,,40.748154299999996,-73.9886899,"['Hotel', 'Apartment building', 'Serviced accommodation']",4.3,15,,,,,"['0x89c2584d7e4f0c05:0xdee09bfb872d483d', '0x89c259a59b91a2bb:0xa15472255a86738d', '0x89c25856265dceff:0x4b38e9ab646515f6']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c259a8d3694aad:0x53bb7b3cfa9dcc1a?authuser=-1&hl=en&gl=us,Hotel
147950,Pentagon Inn,"Pentagon Inn, 550 Army Navy Dr, Arlington, VA 22202",0x89b7b720817978cb:0xd9dd2d455ef444eb,,38.8648336,-77.0561216,['Hotel'],4.8,4,,,,,['0x89b7b14a8fdfabd5:0xf93ff92c83c6227a'],https://www.google.com/maps/place//data=!4m2!3m1!1s0x89b7b720817978cb:0xd9dd2d455ef444eb?authuser=-1&hl=en&gl=us,Hotel
148195,Hill Top Motel,"Hill Top Motel, 1531111100, Oceanside, CA 92054",0x80dc6f544e4ef43f:0xd979d6d83b81d3a0,,33.1779577,-117.3647426,['Hotel'],4.1,8,,,,,"['0x80dc71fd89b8dde9:0xa74a552f20e18865', '0x80dc6e35612fa2f9:0x56695441be0fba8a', '0x80dc6e361cffc223:0x3642617625f390e', '0x80dc6e354f8098f7:0xcd214822eae4362d', '0x80dc6fb5c28bd6ff:0xdabe17158ec35f72']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dc6f544e4ef43f:0xd979d6d83b81d3a0?authuser=-1&hl=en&gl=us,Hotel
149244,The Bunkhouse,"The Bunkhouse, 800 Paquin Rd, Brownsville, KY 42210",0x8865fe1191c33ba7:0x747e1c1e16256b2c,,37.1656137,-86.2709321,['Hotel'],5.0,7,,,,,"['0x88661cc985b7ae11:0x7203c95deb1d072f', '0x8866013f0a91e67b:0xc9560cbd92be9c5d', '0x8868a835192e43af:0x53435ec099535dcd', '0x88661f4c86340e07:0x324032f0c8dfcd35', '0x8865f37653b2e5fb:0x1ba1839dff702eaf']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x8865fe1191c33ba7:0x747e1c1e16256b2c?authuser=-1&hl=en&gl=us,Hotel
149335,Glocca Morra Inn,"Glocca Morra Inn, 410 2nd St, Sweet Grass, MT 59484",0x536be247d3764969:0x85e359469f062396,,48.994692,-111.96275,['Hotel'],4.1,18,,,,,"['0x536be251f0bf4945:0x75e17b20e4f66a06', '0x536bfe52e27289ed:0x778b86f3ffad3120', '0x536be248f2ae9581:0x2d5cbcb78f4d0023', '0x536be24ef7fec8bf:0xa415daf1bf4805ee', '0x5369849f7c199e91:0x2e0ecb1c641b7e37']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x536be247d3764969:0x85e359469f062396?authuser=-1&hl=en&gl=us,Hotel
149590,Travel Inn,"Travel Inn, Tennessee 37101",0x887b5620d7cc9ecb:0x83201309e04a0fde,,35.894802,-87.6431131,['Hotel'],3.5,2,,,,,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x887b5620d7cc9ecb:0x83201309e04a0fde?authuser=-1&hl=en&gl=us,Hotel
150175,Misdemeanor,"Misdemeanor, 85 Smith St, Brooklyn, NY 11201",0x89c25a4dd5dcebe9:0xdc469c4188dc5330,"Hotel venue offering seasonal cocktails & eclectic small plates, plus expansive outdoor seating.",40.688912099999996,-73.9887719,"['Bar', 'Hotel', 'Restaurant']",2.7,8,,,"{'Service options': ['Dine-in', 'Delivery'], 'Highlights': ['Fast service', 'Great cocktails'], 'Offerings': ['Alcohol', 'Beer', 'Cocktails', 'Hard liquor', 'Wine'], 'Amenities': ['Restroom'], 'Atmosphere': ['Casual', 'Cozy'], 'Crowd': ['Groups']}",,"['0x89c25a4dbb5bd8f5:0x4cd70a1b8be4a774', '0x89c25a4b64427f03:0x7e60327ed30062ea', '0x89c25a506d00b9a3:0xb358b696be9f462a', '0x89c25a50fd970a23:0x1ea29563377251bb']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c25a4dd5dcebe9:0xdc469c4188dc5330?authuser=-1&hl=en&gl=us,Hotel
150265,Boathouse Barndos,"Boathouse Barndos, 811 Cleveland Ave, Seadrift, TX 77983",0x8669e732cdb63ca1:0x13f5b5923f4e600c,,28.413808799999998,-96.7192944,"['Hotel', 'Lodge', 'Motel']",4.4,8,,,,,"['0x8669e72954e51ca1:0xf65936e11a7704fe', '0x8669e0d33f0f8653:0x8f809285d371b452', '0x8669e0d28115d951:0x7994857dd7004ff9', '0x8669e7551ec863cb:0x209d21c2e5293eb5', '0x8669e0d4bdcd4265:0x876648f063b0be3b']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x8669e732cdb63ca1:0x13f5b5923f4e600c?authuser=-1&hl=en&gl=us,Hotel
150741,Regency Inn and Suites,"Regency Inn and Suites, 102 B J Hughes Access Rd, Elk City, OK 73644",0x87abe56fc05c919b:0xa6c10ce75a37a3ed,,35.3866705,-99.39933119999999,['Hotel'],4.6,5,,,,,"['0x87abe4d5ecba543d:0xf1dba440dccd89fa', '0x87abe570470fff4f:0x54bb728c9710089c', '0x87abe57396220141:0x9e86ce635851da86', '0x87abe581cb2b3f09:0x6cc1465d0d8821e1', '0x87abe5774909f501:0xc476d6382a36d53b']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x87abe56fc05c919b:0xa6c10ce75a37a3ed?authuser=-1&hl=en&gl=us,Hotel
150850,Shapley Apartments,"Shapley Apartments, 1241-1237 SW 31st St, Yukon, OK 73099",0x87b209718d7570d3:0xf6217bc90d72d5e5,,35.432716299999996,-97.7575672,['Hotel'],4.0,1,,,,,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x87b209718d7570d3:0xf6217bc90d72d5e5?authuser=-1&hl=en&gl=us,Hotel
151024,Ambassador Inn,"Ambassador Inn, 2301 W Wisconsin Ave, Milwaukee, WI 53233",0x88051bd11113f2a5:0x839152c1dae95c5b,,43.0383192,-87.9418403,"['Hotel', 'Indoor lodging']",4.0,3,,,,,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88051bd11113f2a5:0x839152c1dae95c5b?authuser=-1&hl=en&gl=us,Hotel
151797,LaUna Homeaway,"LaUna Homeaway, 113 Oak Ridge Way, Morganton, GA 30560",0x885f08b540201c15:0x226f5040bdcd7aea,,34.8790893,-84.1875534,['Hotel'],4.0,5,,,,,"['0x885f0f1c275dcd79:0xd2e6eedabba040d', '0x885fa6510d391503:0x1253aa2c9ef42746', '0x885f084101e33203:0xbb8a3b8a4c7344e2']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x885f08b540201c15:0x226f5040bdcd7aea?authuser=-1&hl=en&gl=us,Hotel
152135,IHG Army Hotels in Richardson Complex.,"IHG Army Hotels in Richardson Complex., 1581 William C. Lee Rd, Fort Campbell, TN 42223",0x88652bee6dd4017d:0x81fd3ffd215903c8,,36.6126839,-87.43427729999999,"['Hotel', 'Army facility']",3.5,18,,,,,"['0x88652e9a2d4f1359:0x47b26dfcbd0e4d86', '0x88652f1870125201:0x1ffbe9bdb4854d3c', '0x88652e9a2d4f1359:0x3bd687db0da23223']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88652bee6dd4017d:0x81fd3ffd215903c8?authuser=-1&hl=en&gl=us,Hotel
152436,Birchwood Suites,"Birchwood Suites, 423 Clay Pitts Rd, East Northport, NY 11731",0x89e82541e0455555:0xe58eb8af0ecd5de1,,40.8690135,-73.2999851,['Hotel'],3.0,5,,,,,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89e82541e0455555:0xe58eb8af0ecd5de1?authuser=-1&hl=en&gl=us,Hotel
152700,Acorn inn,"Acorn inn, 191 NE Ernst St A104, Oak Harbor, WA 98277",0x548f8bbb4b688711:0xde643a9dbcf54e05,,48.2998592,-122.654201,['Hotel'],3.7,3,,,,,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x548f8bbb4b688711:0xde643a9dbcf54e05?authuser=-1&hl=en&gl=us,Hotel
152742,Golden Haven Ranch,"Golden Haven Ranch, Glendale, UT 84729",0x873533b7e9f431ef:0x1ddb61d6a1f89e22,,37.339843699999996,-112.60271449999999,['Hotel'],4.7,8,,,,,"['0x873533124f3bc005:0x629c01388b2cf2d', '0x873535213041938d:0x18c5ab7f7be194b3', '0x873533fd06c84ecb:0xabfc70c0a2a60e57', '0x8735333d9f6e4af7:0x9d424f3f87cb28eb', '0x80cacd7c6e8068cd:0xc4d06df41b2b9b2f']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x873533b7e9f431ef:0x1ddb61d6a1f89e22?authuser=-1&hl=en&gl=us,Hotel
152853,Quality Inn & Suites North,"Quality Inn & Suites North, 1001 Schrock Rd, Columbus, OH 43229",0x8838f4a9657570d7:0x58597a50bb2ddbc,,40.1020288,-82.9894199,['Hotel'],1.5,2,,,,,"['0x8838f34066cac2e3:0x91e4b165a05be80f', '0x8838f36d928aff5f:0x3ffe0b641d41138a']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x8838f4a9657570d7:0x58597a50bb2ddbc?authuser=-1&hl=en&gl=us,Hotel
153212,Mountain Laurel Inn,"Mountain Laurel Inn, 136 Jackson Ave, Bradford, PA 16701",0x89cd8024bc929215:0xe41ae0928ad0d747,,41.9621488,-78.64642909999999,"['Bed & breakfast', 'Hotel']",3.7,6,,,,,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89cd8024bc929215:0xe41ae0928ad0d747?authuser=-1&hl=en&gl=us,Hotel
153506,Super 8 East Hazel Crest,"Super 8 East Hazel Crest, 17220 S Halsted St, Hazel Crest, IL 60429",0x880e18a01af7ad33:0x8fa671ef2b910afe,Simple budget hotel offering en suite bathrooms plus free continental breakfast & WiFi.,41.5762005,-87.6378146,"['Motel', 'Hotel', 'Inn', 'Lodge']",2.6,8,,,,,"['0x880e220b9f63a20d:0x5e73ed8a33323478', '0x880e220d03704301:0xac1519ef9025fac1', '0x880e24811b4ddceb:0xc86ac1eb3b069c1f', '0x880e223c61267495:0x77f701e0b749e907']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x880e18a01af7ad33:0x8fa671ef2b910afe?authuser=-1&hl=en&gl=us,Hotel
153623,Cottonwood Street Inn,"Cottonwood Street Inn, 112 Cottonwood St, Idaho City, ID 83631",0x54af2748f32eb249:0x66cb503769bf8cd1,,43.8265947,-115.8354396,"['Hotel', 'Indoor lodging']",4.8,8,,,,,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x54af2748f32eb249:0x66cb503769bf8cd1?authuser=-1&hl=en&gl=us,Hotel
153733,Baymont Inn & Suites Tacoma,"Baymont Inn & Suites Tacoma, 5805 Pacific Hwy E, Fife, WA 98424",0x5490f8b34e83916b:0x7434e8b0ff22fe68,,47.243477,-122.35082999999999,"['Hotel', 'Motel']",2.7,3,,,,,"['0x5490ff5e33dd8a39:0x11486ebf2f29b418', '0x5490ff5bc218d241:0x45dcdb9d5809a649', '0x5490ff609281d155:0x4a33d3b99a616bcc']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x5490f8b34e83916b:0x7434e8b0ff22fe68?authuser=-1&hl=en&gl=us,Hotel
153870,Hawthorn Suites by Wyndham Chelmsford/Lowell,"Hawthorn Suites by Wyndham Chelmsford/Lowell, 25 Research Pl, North Chelmsford, MA 01863",0x89e3a35960c60f09:0xb52eb24186fbf85d,"Relaxed rooms & suites offering kitchenettes, plus free hot breakfast, Wi-Fi & local shuttle.",42.6241231,-71.3655192,"['Extended stay hotel', 'Hotel', 'Lodge', 'Motel']",2.3,33,,,,,"['0x89e3a340d5c3c629:0x927e6fe0c6fd3f84', '0x89e3a30e3054c049:0x1327de2361e8e0c5', '0x89e3a38c5a36b9c7:0x41dba21936eabaed', '0x89e3a6b9f263fe25:0x5caf659194ab2f57']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x89e3a35960c60f09:0xb52eb24186fbf85d?authuser=-1&hl=en&gl=us,Hotel
154258,Point Reyes Schoolhouse Lodging,"Point Reyes Schoolhouse Lodging, 11559 CA-1, Point Reyes Station, CA 94956",0x8085c67e195a9a51:0x7371f938e8003a86,"Cozily converted schoolhouse, barn, cottage & covered wagon in gardens with a pond & a patio.",38.0717692,-122.8034976,"['Hotel', 'Cottage', 'Lodge']",4.1,8,,,,,"['0x8085c6b593b9f797:0xf30e6bb953281522', '0x8085c6caa53660b3:0x5894d9decd1b5fea', '0x8085c6801239496f:0x2117f92bdf59e556', '0x8085c58fe177f6e7:0x5b8980455a4cf8da', '0x8085cfbdcf13fb2f:0xa90f91bc24a359a8']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x8085c67e195a9a51:0x7371f938e8003a86?authuser=-1&hl=en&gl=us,Hotel
154356,Queen's Inn,"Queen's Inn, 200 Hwy 7 East, Hutchinson, MN 55350",0x87f58135dd572f85:0xd260793edaa57562,,44.894900799999995,-94.3605662,['Hotel'],4.0,8,,,,,"['0x87f5805c47e78249:0xf0ad4174b828642a', '0x87f5803dbc1a7d5f:0x3d0e14b0045cb464', '0x87f580f257bc53b3:0x2444d7fcb1eb0021', '0x87f57f8a70ceb617:0xf4ea622ca571de3b']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x87f58135dd572f85:0xd260793edaa57562?authuser=-1&hl=en&gl=us,Hotel
154524,Cabins at Grand Canyon West,"Cabins at Grand Canyon West, 5001 E Diamond Bar Rd, Peach Springs, AZ 86434",0x80cc1252c278c2b9:0x49e25fd1dade93f2,,35.987710899999996,-113.8205799,['Hotel'],5.0,1,,,,,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80cc1252c278c2b9:0x49e25fd1dade93f2?authuser=-1&hl=en&gl=us,Hotel
154766,Rodeway Inn,"Rodeway Inn, 1030 E 19th St, Douglas, AZ 85607",0x86da09bd6a280167:0x829c471a0843f26b,,31.353773099999998,-109.54555219999999,"['Hotel', 'Motel']",4.6,7,,,,,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x86da09bd6a280167:0x829c471a0843f26b?authuser=-1&hl=en&gl=us,Hotel
155193,OYO Deluxe Inn,"OYO Deluxe Inn, US-51, Brookhaven, MS 39601",0x8627d705908e8d75:0xef304c6c8cf0f1df,,31.5956108,-90.4534517,['Hotel'],2.4,5,,,,,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8627d705908e8d75:0xef304c6c8cf0f1df?authuser=-1&hl=en&gl=us,Hotel
155297,Best Western Eastern Shore,"Best Western Eastern Shore, 2543 Lankford Hwy, Exmore, VA 23350",0x89ba36571468e9e7:0x89f698576952732b,,37.5401439,-75.818433,['Hotel'],3.0,2,,,,,"['0x89ba36ad578b6c39:0xd43e684dfbde5cf7', '0x89ba36c76c3f6aff:0x8f5a971433acadff', '0x89ba36ea9f77e17d:0x4682718e4fcefc38', '0x89ba48238a4815f9:0x31a78c1705ecb61c']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x89ba36571468e9e7:0x89f698576952732b?authuser=-1&hl=en&gl=us,Hotel
155635,Luxury Vacation Home luxevaca,"Luxury Vacation Home luxevaca, 1889 Bella Coola Dr, South Lake Tahoe, CA 96150",0x80998dc4cb2a0337:0x342dd0913031ee86,,38.8557377,-120.00458549999999,['Hotel'],4.8,5,,,,,"['0x8099900ea9316813:0xf0c1218b788952c4', '0x80999077cd58ce05:0xc56c3496f8b2e051']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80998dc4cb2a0337:0x342dd0913031ee86?authuser=-1&hl=en&gl=us,Hotel
155943,colorado belle,"colorado belle, Langford Dr, Bullhead City, AZ 86442",0x80ce41551e828ef1:0x8fd14c94af8da665,,35.114112399999996,-114.61743799999999,['Hotel'],3.5,15,,,,,"['0x80ce43b2806a0835:0x4edb29ad84ea250f', '0x80ce43b2e9be84bb:0xf3971121c81d8beb', '0x80ce42fe267b7c5f:0xc9760accf78f9834', '0x80ce43ad9eb5acf9:0xe1071042087824f1', '0x80ce42fde36d3d83:0xfd21a61fc3c384a1']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80ce41551e828ef1:0x8fd14c94af8da665?authuser=-1&hl=en&gl=us,Hotel
156347,Apple Creek Cabin,"Apple Creek Cabin, 216 Laurel Creek Road, Blue Ridge, GA 30513",0x885fa3fc67e785e3:0x79eb3591504d15fc,,34.812478299999995,-84.35802699999999,['Hotel'],4.3,3,,,,,"['0x885fa68cf50a0bd5:0xcb793e22a8446003', '0x885fa4e384fa64ef:0xcca5957fe8df4280', '0x885fa68ba7256445:0xeb06ed272f590be8', '0x885fa6930f058adb:0x648e5a3f4e0273f1', '0x885fafe39602894d:0xc73d45fa1886f0c2']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x885fa3fc67e785e3:0x79eb3591504d15fc?authuser=-1&hl=en&gl=us,Hotel
