,business_id,name,address,city,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours,state
404,qxo35x030xfjwjxJ4LGC6w,The Presidio Hotel,1620 State St,Santa Barbara,93101,34.4277775,-119.7100343,4.0,215,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'""}","['Hotels & Travel', ' Hotels', ' Event Planning & Services']",,California
405,DhEHeDJIO-Nae5KmGHQ2-A,Reno Royal Motor Lodge,350 W St,Reno,89501,39.528789068,-119.8164849233,2.5,6,1,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'paid'"", 'RestaurantsPriceRange2': '2'}","['Hotels', ' Hotels & Travel', ' Event Planning & Services']",,Nevada
406,tIrYpQ8I6gh1FhhqYU-Ttg,Holiday Inn,3400 Rider Trl S,St. Louis,63045,38.7603364922,-90.4591113265,3.0,32,1,"{'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True'}","['Hotels & Travel', ' Hotels', ' Event Planning & Services', ' Venues & Event Spaces']","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",Misuri
407,BWPPAgytXrqVxjeL7l-XVA,Residence Inn by Marriott Boise West,7303 W Denton St,Boise,83704,43.609744065,-116.2718367361,3.5,33,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'BusinessAcceptsBitcoin': 'False'}","['Event Planning & Services', ' Hotels', ' Hotels & Travel']","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",Idaho
408,CyxydbHSwkhH5T52QfaA4w,Red Roof PLUS+ Nashville Airport,510 Claridge Dr,Nashville,37214,36.1458833333,-86.6676916667,3.0,63,1,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2'}","['Hotels', ' Event Planning & Services', ' Hotels & Travel']","{'Monday': '0:0-23:59', 'Tuesday': '0:0-23:59', 'Wednesday': '0:0-23:59', 'Thursday': '0:0-23:59', 'Friday': '0:0-23:59', 'Saturday': '0:0-23:59', 'Sunday': '0:0-23:59'}",Tennessee
409,mMnsoqPeg7b0lBtE37r0aw,Value Place Hotel,2100 S Old Highway 94,Saint Charles,63303,38.7605951,-90.5343102,1.0,5,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'WiFi': ""'paid'""}","['Hotels', ' Hotels & Travel', ' Event Planning & Services']",,Misuri
410,aw6q2PnskYvzd8Td97Ql_A,Rodeway Inn Central Clearwater Beach,20162 US 19 N,Clearwater,33764,27.95586,-82.730908,3.5,11,1,"{'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2'}","['Hotels', ' Hotels & Travel', ' Event Planning & Services']","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",Florida
411,kNsBF2nBLAA1oUqJwN9TgQ,Holiday Inn Express Exton-Lionville,120 N Pottstown Pike,Exton,19341,40.0297814328,-75.6309439529,3.0,16,1,"{'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True'}","['Venues & Event Spaces', ' Hotels', ' Hotels & Travel', ' Event Planning & Services']","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",Pensilvania
412,OXlI1vJqFk874elfVY8OAw,Holiday Inn & Suites Philadelphia W - Drexel Hill,5400 Ferne Blvd,Drexel Hill,19026,39.9447815981,-75.313798,4.5,6,1,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'""}","['Hotels', ' Event Planning & Services', ' Hotels & Travel']","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",Pensilvania
413,dp9822sGo7Kjp3Tyj4QyAw,Hyatt Place Nashville/Hendersonville,330 East Main St,Hendersonville,37075,36.3126257,-86.5965781,4.0,33,1,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2'}","['Hotels', ' Venues & Event Spaces', ' Event Planning & Services', ' Hotels & Travel']","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",Tennessee
414,L5dheeM6GNvlcYkIHjprMQ,Howard Johnson Express Inn - Bellmawr,341 Black Horse Pike,Bellmawr,08031,39.86229,-75.076541,2.5,18,1,"{'RestaurantsPriceRange2': '1', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True'}","['Hotels & Travel', ' Hotels', ' Event Planning & Services']",,Nueva Jersey
415,Em2ySYSYo7EIeoIxhxddbg,Camaron Cove Resort,2402 Gulf Blvd,Indian Rocks Beach,33785,27.9063174,-82.8475953,4.0,9,1,"{'WiFi': ""'free'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2'}","['Hotels', ' Hotels & Travel', ' Event Planning & Services']",,Florida
416,Je10gqBQIqSvYNS8XGrYnw,Chez Colette,120 S 17th St,Philadelphia,19103,39.9507208157,-75.1689343926,3.5,30,1,"{'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'False', 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': True}"", 'RestaurantsReservations': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': True, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsDelivery': 'False', 'BikeParking': 'False', 'RestaurantsAttire': ""u'casual'"", 'Alcohol': ""u'none'"", 'OutdoorSeating': 'False', 'WiFi': ""u'free'"", 'NoiseLevel': ""u'quiet'"", 'BusinessAcceptsBitcoin': 'False', 'Caters': 'True', 'HasTV': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': True}"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}""}","['Restaurants', ' Hotels', ' Nightlife', ' Event Planning & Services', ' Hotels & Travel', ' Caterers', ' Breakfast & Brunch', ' French', ' Cocktail Bars', ' Bars']","{'Tuesday': '7:0-11:0', 'Wednesday': '7:0-11:0', 'Thursday': '7:0-11:0', 'Friday': '7:0-11:0', 'Saturday': '7:0-11:0', 'Sunday': '7:0-12:0'}",Pensilvania
417,FY2ISnBn8Iitem_b2hi0NA,Courtyard by Marriott Nashville Mount Juliet,1980 Providence Pkwy,Mount Juliet,37122,36.1638518641,-86.5181149792,3.5,12,1,"{'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'DogsAllowed': 'False'}","['Hotels', ' Venues & Event Spaces', ' Event Planning & Services', ' Hotels & Travel']","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",Tennessee
418,uVqOKdqVap6lM7pBFFpc4Q,Candlewood Suites Nashville - Metro Center,270 Venture Cir,Nashville,37228,36.1964538,-86.7974345,4.0,12,1,"{'WiFi': ""'free'"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True'}","['Hotels & Travel', ' Hotels', ' Shopping', ' Home & Garden', ' Candle Stores', ' Event Planning & Services']","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",Tennessee
419,TnB88L2wYnBL6X9axvzg2Q,Hotel McCoy,720 W Silverlake Rd,Tucson,85713,32.19975,-110.980546,4.5,218,1,"{'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False', 'WiFi': ""u'free'"", 'WheelchairAccessible': 'True', 'DogsAllowed': 'True', 'RestaurantsPriceRange2': '2'}","['Hotels', ' Event Planning & Services', ' Bed & Breakfast', ' Venues & Event Spaces', ' Hotels & Travel']","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",Arizona
420,ZAJEiWZc9KJBXyD9LPDWwA,Sonesta ES Suites New Orleans Convention Center,345 St Joseph St,New Orleans,70130,29.9440869,-90.0682899,2.0,6,1,,"['Hotels', ' Event Planning & Services', ' Hotels & Travel']",,Luisiana
421,8okXLoUeiSZsu6hutElXhQ,Baymont by Wyndham Indianapolis,1540 Brookville Crossing Way,Indianapolis,46239,39.7498306,-86.0315254,2.5,31,1,"{'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True'}","['Hotels', ' Event Planning & Services', ' Hotels & Travel']",,Indiana
422,0708gy7o-RRTV_Pxxp9faQ,Econo Lodge Inn & Suites,3236 W Chain of Rocks Rd,Granite City,62040,38.762594,-90.1212,2.0,10,1,"{'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1'}","['Event Planning & Services', ' Hotels', ' Hotels & Travel']","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",Illinois
423,T0fsljM40e6xIiVgdW6BwA,Homewood Suites by Hilton Philadelphia/Mt. Laurel,1422 Nixon Dr,Mount Laurel,08054,39.940002361,-74.9565811,3.0,41,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'DogsAllowed': 'True', 'ByAppointmentOnly': 'True'}","['Hotels & Travel', ' Hotels', ' Event Planning & Services']","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",Nueva Jersey
424,lHkUIt1uYmAuRnpb5krrUQ,Extended Stay Deluxe,1805 N West Shore Blvd,Tampa,33607,27.9580278,-82.5226034,1.5,10,1,"{'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True'}","['Event Planning & Services', ' Hotels', ' Hotels & Travel']",,Florida
425,Z6GPnJv7e6RQ0YbqkS3wGw,Days Inn & Suites,11736 US Hwy 19,Port Richey,34668,28.328295834,-82.6971543042,3.0,13,1,"{'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'""}","['Hotels', ' Hotels & Travel', ' Event Planning & Services']",,Florida
426,cJ3g7ZlVP8y8el2JjY5LDg,SpringHill Suites by Marriott Philadelphia Willow Grove,3900 Commerce Avenue,Willow Grove,19090,40.1614085,-75.1315622,3.0,43,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'BusinessAcceptsBitcoin': 'False', 'DogsAllowed': 'False', 'WheelchairAccessible': 'True'}","['Event Planning & Services', ' Hotels', ' Hotels & Travel', ' Venues & Event Spaces']","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",Pensilvania
427,MT_xIj95ZEFiUuAedFDjRA,Tru by Hilton Smyrna Nashville,950 Colonnade Dr,Smyrna,37167,35.974689065,-86.5775839074,3.5,13,1,{'BusinessAcceptsCreditCards': 'True'},"['Hotels & Travel', ' Hotels', ' Event Planning & Services']","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",Tennessee
428,cZamrivcsy0PwlALYS8l7Q,Woodspring Suites,9515 Pendleton Pike,Indianapolis,46236,39.8486931212,-85.9999730811,2.0,5,1,,"['Hotels', ' Event Planning & Services', ' Hotels & Travel']","{'Monday': '7:0-22:0', 'Tuesday': '7:0-22:0', 'Wednesday': '7:0-22:0', 'Thursday': '7:0-22:0', 'Friday': '7:0-22:0', 'Saturday': '8:0-20:0', 'Sunday': '8:0-20:0'}",Indiana
429,xcySfsPDols3EdtFC6b76g,Sheraton Philadelphia University City Hotel,3549 Chestnut St,Philadelphia,19104,39.954872,-75.194173,2.5,149,1,"{'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'BusinessAcceptsBitcoin': 'False', 'DogsAllowed': 'True', 'ByAppointmentOnly': 'True'}","['Hotels', ' Hotels & Travel', ' Venues & Event Spaces', ' Event Planning & Services']","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",Pensilvania
430,flVqEN9wtnZDNAoZNKwVfA,Courtyard Glassboro-Rowan University,325 Rowan Blvd,Glassboro,08028,39.7066510391,-75.1137190865,2.5,38,1,"{'RestaurantsPriceRange2': '2', 'WiFi': ""'free'"", 'BusinessAcceptsBitcoin': 'False', 'DogsAllowed': 'False', 'BusinessAcceptsCreditCards': 'True', 'WheelchairAccessible': 'True'}","['Venues & Event Spaces', ' Hotels', ' Hotels & Travel', ' Event Planning & Services']","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",Nueva Jersey
431,DVFlOevRsyNdCe4VqoJI0A,The Mercantile Hotel,727 S Peters St,New Orleans,70130,29.94557253,-90.06602828,4.0,80,1,"{'DogsAllowed': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'BusinessAcceptsBitcoin': 'False', 'WiFi': ""u'free'""}","['Hotels', ' Hotels & Travel', ' Event Planning & Services']","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",Luisiana
432,NYrGLA-kXh9djIYyNAuA3w,NEO on Locust,2801 Locust Ave,Saint Louis,63103,38.6353299,-90.2180913,4.5,10,1,"{'RestaurantsPriceRange2': '3', 'WiFi': ""'no'"", 'BusinessAcceptsCreditCards': 'True', 'WheelchairAccessible': 'True'}","['Hotels', ' Hotels & Travel', ' Venues & Event Spaces', ' Event Planning & Services']","{'Monday': '9:0-15:0', 'Tuesday': '9:0-15:0', 'Wednesday': '9:0-15:0', 'Thursday': '9:0-15:0', 'Friday': '9:0-0:0', 'Saturday': '10:0-0:0', 'Sunday': '12:0-13:0'}",Misuri
433,HjWi4Aiqtai2Ao0Oyoa2BA,Airport Plaza Inn & Conference Center,4530 N Lindbergh Blvd,Bridgeton,63044,38.7481369747,-90.3917172287,1.5,40,0,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'""}","['Hotels & Travel', ' Hotels', ' Event Planning & Services']","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",Misuri
434,tCSTmkohIv-sKUS94wrB3Q,Studio 6,4950 S Outlet Center Dr,Tucson,85706,32.1624404,-110.9202291,3.5,25,1,"{'WiFi': ""u'paid'"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}","['Hotels', ' Real Estate', ' Apartments', ' Hotels & Travel', ' Home Services', ' Event Planning & Services']","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",Arizona
435,OYDAQKuxU8TeXRdER0qbkg,Home2 Suites by Hilton Warminster Horsham,230 Veterans Way,Warminster,18974,40.19596257,-75.0784984231,3.5,13,1,{'BusinessAcceptsCreditCards': 'True'},"['Hotels', ' Hotels & Travel', ' Event Planning & Services']","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",Pensilvania
436,5ZlslTwFtty3dyY8S_PsMA,Antioch Quarters Inn and Suites,1100 Bell Road,Antioch,37013,36.0443497245,-86.661845,1.5,18,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'paid'""}","['Hotels', ' Hotels & Travel', ' Event Planning & Services']",,Tennessee
437,4JWuSA8tyXHteRgh_hU_Cw,French Market Inn,509 Decatur St,New Orleans,70130,29.9554178,-90.0641334,4.0,355,1,"{'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'BusinessAcceptsBitcoin': 'False'}","['Event Planning & Services', ' Hotels', ' Hotels & Travel']","{'Monday': '6:0-5:30', 'Tuesday': '6:0-5:30', 'Wednesday': '6:0-5:30', 'Thursday': '6:0-5:30', 'Friday': '6:0-5:30', 'Saturday': '6:0-5:30', 'Sunday': '6:0-5:30'}",Luisiana
438,_e_7wTfQYZEx3MJLBqvClg,Hideaway,420 W Montecito St,Santa Barbara,93101,34.4101513606,-119.698196937,3.0,19,1,,"['Hotels', ' Hotels & Travel', ' Event Planning & Services']","{'Monday': '7:0-22:0', 'Tuesday': '7:0-22:0', 'Wednesday': '7:0-22:0', 'Thursday': '7:0-22:0', 'Friday': '7:0-22:0', 'Saturday': '7:0-22:0', 'Sunday': '7:0-22:0'}",California
439,qb42rPMAB9oj5eaOksnu9w,Best Western Plus Executive Residency Nashville,2401 Brick Church Pike,Nashville,37207,36.209303,-86.7769947,2.5,6,1,,"['Hotels', ' Event Planning & Services', ' Hotels & Travel']","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",Tennessee
440,CRiSu80CNVjDL4IBaI9PxA,Super 8 by Wyndham Indianapolis/NE/Castleton Area,"7202 East 82nd Street, I-69/82nd St - Castleton",Indianapolis,46256,39.9070946,-86.0414479,1.5,11,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""'free'""}","['Hotels & Travel', ' Hotels', ' Event Planning & Services']",,Indiana
441,1I-PZjiZ_hS9Ya4J-Uo8EA,Hampton Inn Dunedin,2641 Michael Pl,Dunedin,34698,28.0512502,-82.7825301946,3.5,6,1,,"['Hotels', ' Event Planning & Services', ' Hotels & Travel']","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",Florida
442,be6q2TFhFqUQtR13n5cxEQ,Hampton Inn & Suites Deptford,1253 Hurffville Rd,Deptford,08096,39.8281935086,-75.0879625,2.5,5,1,,"['Hotels & Travel', ' Hotels', ' Event Planning & Services']",,Nueva Jersey
443,P6-8uxiHS8hIl48sU9ayOQ,Flamingo Suites,401 W Lavery Ln,Tucson,85704,32.3187674,-110.976114,1.0,8,1,"{'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True'}","['Hotels & Travel', ' Hotels', ' Event Planning & Services']",,Arizona
444,dgwNCOcG5GcyPhZBtBJDzA,Regal Inn,1222 S Freeway Rd,Tucson,85713,32.2356858,-110.9834894,1.0,11,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'WiFi': ""u'free'""}","['Event Planning & Services', ' Hotels', ' Hotels & Travel']",,Arizona
445,AdLR5Ng9bshwx7ZzwqNFmg,Belmont Inn and Suites Port Richey,11736 US Hwy 19 N,Port Richey,34668,28.328726,-82.697648,1.0,6,0,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""'free'""}","['Event Planning & Services', ' Hotels', ' Hotels & Travel']","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",Florida
446,Di1XZsVA7ALp4-elPiahaw,Fairfield Inn & Suites by Marriott Tampa North,12260 Morris Bridge Rd,Temple Terrace,33637,28.068034,-82.357343,2.5,20,1,"{'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True'}","['Event Planning & Services', ' Hotels', ' Hotels & Travel']","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",Florida
447,nhVlnqc_LrI7Z23rrdO-TQ,Embassy Suites by Hilton Tampa Brandon,10220 Palm River Rd,Tampa,33619,27.941591,-82.3324246,4.0,51,1,"{'WiFi': ""u'paid'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2'}","['Hotels & Travel', ' Hotels', ' Venues & Event Spaces', ' Event Planning & Services']","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",Florida
448,17gWvyMRjHdP_xTO-nJPfA,Courtyard by Marriott St. Louis Creve Coeur,828 N New Ballas Road,Creve Coeur,63146,38.671817038,-90.4421304166,3.5,38,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'DogsAllowed': 'False', 'WheelchairAccessible': 'True', 'BusinessAcceptsBitcoin': 'False', 'ByAppointmentOnly': 'True', 'WiFi': ""u'free'""}","['Hotels', ' Event Planning & Services', ' Venues & Event Spaces', ' Hotels & Travel']","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",Misuri
449,Zvtu-ywaJa0wAy7UW_6hVg,Camelot Beach Resort,603 Mandalay Ave,Clearwater Beach,33767,27.985457,-82.8262984,4.5,16,1,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""'free'"", 'RestaurantsPriceRange2': '2'}","['Hotels', ' Event Planning & Services', ' Hotels & Travel']","{'Monday': '10:0-16:0', 'Tuesday': '10:0-16:0', 'Wednesday': '10:0-16:0', 'Thursday': '10:0-16:0', 'Friday': '10:0-17:0', 'Saturday': '10:0-17:0', 'Sunday': '10:0-16:0'}",Florida
450,CFlcjA8C2v0jjiLOJFHi1w,"Americas Best Value Inn & Suites St. Louis, St. Charles Inn",1310 Bass Pro Drive,St. Charles,63301,38.7707272,-90.4964213,1.5,20,1,"{'WiFi': ""'free'"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'WheelchairAccessible': 'True'}","['Hotels & Travel', ' Hotels', ' Event Planning & Services']","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",Misuri
451,7FHybOrOMaK6w0jQa--YSg,Red Roof Inn St Petersburg - Clearwater/ Airport,3580 Ulmerton Rd,Clearwater,33762,27.89379,-82.6823,2.0,56,1,"{'WiFi': ""'free'"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True'}","['Hotels & Travel', ' Hotels', ' Event Planning & Services']","{'Monday': '0:0-23:59', 'Tuesday': '0:0-23:59', 'Wednesday': '0:0-23:59', 'Thursday': '0:0-23:59', 'Friday': '0:0-23:59', 'Saturday': '0:0-23:59', 'Sunday': '0:0-23:59'}",Florida
452,AiE4poNDQB7YSom1DFHdEQ,Inn of the Dove - Romantic Suites with Jacuzzi & Fireplace,3901 Old Street Rd,Bensalem,19020,40.1271513018,-74.9672329157,3.0,47,1,"{'RestaurantsPriceRange2': '3', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""'free'"", 'BusinessAcceptsBitcoin': 'False', 'DogsAllowed': 'False', 'ByAppointmentOnly': 'False'}","['Hotels & Travel', ' Hotels', ' Resorts', ' Event Planning & Services']","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",Pensilvania
453,_zkCjC7MN2GAcggGQWKSpA,Residence Inn Nashville at Opryland,2500 Music Valley Dr,Nashville,37214,36.2232915,-86.695436,3.5,9,1,"{'BusinessAcceptsBitcoin': 'False', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'DogsAllowed': 'True'}","['Hotels', ' Event Planning & Services', ' Hotels & Travel']","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",Tennessee
454,-iXHEMcqfMXvRjbKFh3IYA,Hilton Garden Inn Santa Barbara/Goleta,6878 Hollister Ave,Goleta,93117,34.4309514,-119.8686412,3.5,68,1,"{'WiFi': ""'free'"", 'BusinessAcceptsCreditCards': 'True', 'DogsAllowed': 'False', 'RestaurantsPriceRange2': '2'}","['Event Planning & Services', ' Hotels', ' Hotels & Travel']","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",California
